Отчет о продажах за период;;;;;;;
с 01.09.16 по 30.09.16;;;;;;;
По всем поставщикам, по фирме: Алекс. Суммы включают НДС.;;;;;;;
;;;;;;;
Код;Наименование;Цена;Кол-во;Сумма;Себестоимость;Эффективность;
;;;;;;Сумма;Процент
;ZОтчет 8/1480/9099;198,00 руб.;1,00 шт.;198,00 руб.;144,00 руб.;54,00 руб.;37,5%
;ZОтчет 1/186/14860;187,00 руб.;1,00 шт.;187,00 руб.;144,00 руб.;43,00 руб.;29,86%
;ZОтчет 16/1505;220,00 руб.;1,00 шт.;220,00 руб.;144,00 руб.;76,00 руб.;52,78%
;ZОтчет 16/1507;220,00 руб.;1,00 шт.;220,00 руб.;144,00 руб.;76,00 руб.;52,78%
;ZОтчет 11/1567;220,00 руб.;1,00 шт.;220,00 руб.;82,25 руб.;137,75 руб.;167,48%
;ZОтчет 16/1511;220,00 руб.;1,00 шт.;220,00 руб.;144,00 руб.;76,00 руб.;52,78%
;ZОтчет 3/1481/15480;220,00 руб.;1,00 шт.;220,00 руб.;144,00 руб.;76,00 руб.;52,78%
;ZОтчет 9/2951;220,00 руб.;1,00 шт.;220,00 руб.;82,25 руб.;137,75 руб.;167,48%
;ZОтчет 2/1557;187,00 руб.;1,00 шт.;187,00 руб.;144,00 руб.;43,00 руб.;29,86%
;ZОтчет 18/1256;209,00 руб.;1,00 шт.;209,00 руб.;79,52 руб.;129,48 руб.;162,83%
;ZОтчет 18/1258;220,00 руб.;1,00 шт.;220,00 руб.;82,25 руб.;137,75 руб.;167,48%
179026;"Калькулятор""Citizen SLD-7055"" 12разр.,дв.пит.";237,50 руб.;1,00 шт.;237,50 руб.;153,70 руб.;83,80 руб.;54,52%
;ZОтчет 5/1505/14868;237,50 руб.;1,00 шт.;237,50 руб.;153,70 руб.;83,80 руб.;54,52%
145957;"Калькулятор""Citizen SLD500P""";199,90 руб.;2,00 шт.;399,80 руб.;245,90 руб.;153,90 руб.;62,59%
;ZОтчет 2/1542;194,80 руб.;1,00 шт.;194,80 руб.;122,95 руб.;71,85 руб.;58,44%
;ZОтчет 15/1513;205,00 руб.;1,00 шт.;205,00 руб.;122,95 руб.;82,05 руб.;66,73%
68167;"Калькулятор""Citizen SR-135FGRCFS""";570,00 руб.;1,00 шт.;570,00 руб.;302,68 руб.;267,32 руб.;88,32%
;ZОтчет 12/1519;570,00 руб.;1,00 шт.;570,00 руб.;302,68 руб.;267,32 руб.;88,32%
184121;"Калькулятор""Citizen SR-135N"" 10разр.";575,00 руб.;12,00 шт.;6 900,00 руб.;3 370,92 руб.;3 529,08 руб.;104,69%
;ZОтчет 8/1479/8642;570,00 руб.;1,00 шт.;570,00 руб.;280,91 руб.;289,09 руб.;102,91%
;ZОтчет 19/867;600,00 руб.;1,00 шт.;600,00 руб.;280,91 руб.;319,09 руб.;113,59%
;ZОтчет 2/1541;570,00 руб.;1,00 шт.;570,00 руб.;280,91 руб.;289,09 руб.;102,91%
;ZОтчет 7/1514/8643;570,00 руб.;1,00 шт.;570,00 руб.;280,91 руб.;289,09 руб.;102,91%
;ZОтчет 16/1504;510,00 руб.;1,00 шт.;510,00 руб.;280,91 руб.;229,09 руб.;81,55%
;ZОтчет 19/869;600,00 руб.;1,00 шт.;600,00 руб.;280,91 руб.;319,09 руб.;113,59%
;ZОтчет 2/1549;570,00 руб.;1,00 шт.;570,00 руб.;280,91 руб.;289,09 руб.;102,91%
;ZОтчет 8/1490/10035;510,00 руб.;1,00 шт.;510,00 руб.;280,91 руб.;229,09 руб.;81,55%
;ZОтчет 18/1244;600,00 руб.;1,00 шт.;600,00 руб.;280,91 руб.;319,09 руб.;113,59%
;ZОтчет 12/1525;600,00 руб.;1,00 шт.;600,00 руб.;280,91 руб.;319,09 руб.;113,59%
;ZОтчет 18/1254;600,00 руб.;1,00 шт.;600,00 руб.;280,91 руб.;319,09 руб.;113,59%
;ZОтчет 5/1531/15782;600,00 руб.;1,00 шт.;600,00 руб.;280,91 руб.;319,09 руб.;113,59%
182570;"Калькулятор""Citizen SR-135NOR""";577,50 руб.;8,00 шт.;4 620,00 руб.;2 261,84 руб.;2 358,16 руб.;104,26%
;ZОтчет 12/1505;600,00 руб.;1,00 шт.;600,00 руб.;302,68 руб.;297,32 руб.;98,23%
;ZОтчет 15/1509;600,00 руб.;1,00 шт.;600,00 руб.;279,72 руб.;320,28 руб.;114,5%
;ZОтчет 16/1514;540,00 руб.;1,00 шт.;540,00 руб.;279,72 руб.;260,28 руб.;93,05%
;ZОтчет 15/1515;600,00 руб.;1,00 шт.;600,00 руб.;279,72 руб.;320,28 руб.;114,5%
;ZОтчет 13/1504;600,00 руб.;1,00 шт.;600,00 руб.;279,72 руб.;320,28 руб.;114,5%
;ZОтчет 5/1527/15699;510,00 руб.;1,00 шт.;510,00 руб.;279,72 руб.;230,28 руб.;82,33%
;ZОтчет 18/1254;600,00 руб.;1,00 шт.;600,00 руб.;279,72 руб.;320,28 руб.;114,5%
;ZОтчет 15/1528;570,00 руб.;1,00 шт.;570,00 руб.;280,84 руб.;289,16 руб.;102,96%
85402;"Калькулятор""Citizen SR-260N"" инж. 10разр.";477,00 руб.;1,00 шт.;477,00 руб.;320,04 руб.;156,96 руб.;49,04%
;ZОтчет 10/1123;477,00 руб.;1,00 шт.;477,00 руб.;320,04 руб.;156,96 руб.;49,04%
182573;"Калькулятор""Citizen SR-260NOR"" 12разр.";521,85 руб.;17,00 шт.;8 871,50 руб.;3 812,27 руб.;5 059,23 руб.;132,71%
;ZОтчет 18/1230;550,00 руб.;1,00 шт.;550,00 руб.;224,84 руб.;325,16 руб.;144,62%
;ZОтчет 15/1504;550,00 руб.;1,00 шт.;550,00 руб.;223,86 руб.;326,14 руб.;145,69%
;ZОтчет 6/2918;550,00 руб.;1,00 шт.;550,00 руб.;224,84 руб.;325,16 руб.;144,62%
;ZОтчет 51#00000000000003127;429,00 руб.;1,00 шт.;429,00 руб.;224,84 руб.;204,16 руб.;90,8%
;ZОтчет 8/1487/10029;495,00 руб.;1,00 шт.;495,00 руб.;224,84 руб.;270,16 руб.;120,16%
;ZОтчет 13/1501;522,50 руб.;1,00 шт.;522,50 руб.;223,86 руб.;298,64 руб.;133,4%
;ZОтчет 15/1513;495,00 руб.;1,00 шт.;495,00 руб.;223,86 руб.;271,14 руб.;121,12%
;ZОтчет 2/1550;522,50 руб.;1,00 шт.;522,50 руб.;223,86 руб.;298,64 руб.;133,4%
;ZОтчет 8/1488/10031;550,00 руб.;1,00 шт.;550,00 руб.;223,86 руб.;326,14 руб.;145,69%
;ZОтчет 15/1514;495,00 руб.;1,00 шт.;495,00 руб.;223,86 руб.;271,14 руб.;121,12%
;ZОтчет 16/1514;522,50 руб.;1,00 шт.;522,50 руб.;223,86 руб.;298,64 руб.;133,4%
;ZОтчет 16/1515;495,00 руб.;1,00 шт.;495,00 руб.;223,86 руб.;271,14 руб.;121,12%
;ZОтчет 5/1519/15548;550,00 руб.;1,00 шт.;550,00 руб.;223,86 руб.;326,14 руб.;145,69%
;ZОтчет 15/1523;495,00 руб.;1,00 шт.;495,00 руб.;224,77 руб.;270,23 руб.;120,23%
;ZОтчет 15/1524;550,00 руб.;1,00 шт.;550,00 руб.;224,77 руб.;325,23 руб.;144,69%
;ZОтчет 15/1527;550,00 руб.;1,00 шт.;550,00 руб.;224,77 руб.;325,23 руб.;144,69%
;ZОтчет 5/1527/15699;550,00 руб.;1,00 шт.;550,00 руб.;223,86 руб.;326,14 руб.;145,69%
182574;"Калькулятор""Citizen SR-260NPU"" 12разр.";530,00 руб.;6,00 шт.;3 180,00 руб.;1 378,37 руб.;1 801,63 руб.;130,71%
;ZОтчет 9/2940;550,00 руб.;1,00 шт.;550,00 руб.;230,79 руб.;319,21 руб.;138,31%
;ZОтчет 5/1506/14876;550,00 руб.;1,00 шт.;550,00 руб.;224,84 руб.;325,16 руб.;144,62%
;ZОтчет 20/1550;550,00 руб.;1,00 шт.;550,00 руб.;242,27 руб.;307,73 руб.;127,02%
;ZОтчет 4/1527/15522;550,00 руб.;1,00 шт.;550,00 руб.;224,84 руб.;325,16 руб.;144,62%
;ZОтчет 51#00000000000003138;430,00 руб.;1,00 шт.;430,00 руб.;230,79 руб.;199,21 руб.;86,32%
;ZОтчет 12/1523;550,00 руб.;1,00 шт.;550,00 руб.;224,84 руб.;325,16 руб.;144,62%
183142;"Калькулятор""Citizen SR-270NPU""";770,00 руб.;1,00 шт.;770,00 руб.;404,09 руб.;365,91 руб.;90,55%
;ZОтчет 12/1525;770,00 руб.;1,00 шт.;770,00 руб.;404,09 руб.;365,91 руб.;90,55%
184123;"Калькулятор""Citizen SRP-145N""";716,45 руб.;11,00 шт.;7 881,00 руб.;4 208,65 руб.;3 672,35 руб.;87,26%
;ZОтчет 8/1479/8642;740,00 руб.;1,00 шт.;740,00 руб.;379,25 руб.;360,75 руб.;95,12%
;ZОтчет 5/1504/14837;703,00 руб.;1,00 шт.;703,00 руб.;343,86 руб.;359,14 руб.;104,44%
;ZОтчет 2/1541;703,00 руб.;1,00 шт.;703,00 руб.;379,25 руб.;323,75 руб.;85,37%
;ZОтчет 15/1505;740,00 руб.;1,00 шт.;740,00 руб.;406,17 руб.;333,83 руб.;82,19%
;ZОтчет 2/1544;740,00 руб.;1,00 шт.;740,00 руб.;379,25 руб.;360,75 руб.;95,12%
;ZОтчет 7/1516/8645;666,00 руб.;1,00 шт.;666,00 руб.;406,17 руб.;259,83 руб.;63,97%
;ZОтчет 12/1509;740,00 руб.;1,00 шт.;740,00 руб.;406,17 руб.;333,83 руб.;82,19%
;ZОтчет 12/1510;740,00 руб.;1,00 шт.;740,00 руб.;406,17 руб.;333,83 руб.;82,19%
;ZОтчет 9/2948;703,00 руб.;1,00 шт.;703,00 руб.;379,25 руб.;323,75 руб.;85,37%
;ZОтчет 8/1489/10034;703,00 руб.;1,00 шт.;703,00 руб.;343,86 руб.;359,14 руб.;104,44%
;ZОтчет 10/1136;703,00 руб.;1,00 шт.;703,00 руб.;379,25 руб.;323,75 руб.;85,37%
182576;"Калькулятор""Citizen SRP-145NOR""";550,00 руб.;1,00 шт.;550,00 руб.;299,80 руб.;250,20 руб.;83,46%
;ZОтчет 16/1528;550,00 руб.;1,00 шт.;550,00 руб.;299,80 руб.;250,20 руб.;83,46%
182577;"Калькулятор""Citizen SRP-145NPU""";522,50 руб.;1,00 шт.;522,50 руб.;298,61 руб.;223,89 руб.;74,98%
;ZОтчет 5/1511/15415;522,50 руб.;1,00 шт.;522,50 руб.;298,61 руб.;223,89 руб.;74,98%
184532;"Калькулятор""Citizen SRP-280N""";807,50 руб.;1,00 шт.;807,50 руб.;572,14 руб.;235,36 руб.;41,14%
;ZОтчет 15/1522;807,50 руб.;1,00 шт.;807,50 руб.;572,14 руб.;235,36 руб.;41,14%
179028;"Калькулятор""Citizen WR-3000"" 12разр.,пыле- и влагонепроницаемый";750,00 руб.;1,00 шт.;750,00 руб.;358,61 руб.;391,39 руб.;109,14%
;ZОтчет 2/1549;750,00 руб.;1,00 шт.;750,00 руб.;358,61 руб.;391,39 руб.;109,14%
Оптовая продажа;;;;35 373,41 руб.;27 335,84 руб.;8 037,57 руб.;29,4%
114199;"Калькулятор""Canon AS-444 HB"" 12 разр.";456,00 руб.;1,00 шт.;456,00 руб.;304,18 руб.;151,82 руб.;49,91%
;Расходная накладная РН16-07223 (19.09.16);456,00 руб.;1,00 шт.;456,00 руб.;304,18 руб.;151,82 руб.;49,91%
87343;"Калькулятор""Casio GR-12-W-EH"" 12разр.";443,33 руб.;21,00 шт.;9 310,00 руб.;7 780,00 руб.;1 530,00 руб.;19,67%
;Расходная накладная РН16-07122 (15.09.16);430,00 руб.;1,00 шт.;430,00 руб.;380,00 руб.;50,00 руб.;13,16%
;Расходная накладная РН16-07557 (29.09.16);444,00 руб.;20,00 шт.;8 880,00 руб.;7 400,00 руб.;1 480,00 руб.;20%
22415;"Калькулятор""Citizen LC-110N"" 8разр.";150,88 руб.;13,00 шт.;1 961,48 руб.;1 511,71 руб.;449,77 руб.;29,75%
;Расходная накладная РН16-06958 (09.09.16);147,17 руб.;2,00 шт.;294,34 руб.;177,02 руб.;117,32 руб.;66,27%
;Расходная накладная РН16-06769 (21.09.16);153,62 руб.;10,00 шт.;1 536,20 руб.;1 288,61 руб.;247,59 руб.;19,21%
;Расходная накладная РН16-07456 (27.09.16);130,94 руб.;1,00 шт.;130,94 руб.;46,08 руб.;84,86 руб.;184,16%
167683;"Калькулятор""Citizen SDC-011S"" 8разр.,дв.пит.";255,00 руб.;2,00 шт.;510,00 руб.;307,90 руб.;202,10 руб.;65,64%
;Расходная накладная РН16-07165 (16.09.16);255,00 руб.;2,00 шт.;510,00 руб.;307,90 руб.;202,10 руб.;65,64%
179023;"Калькулятор""Citizen SDC-444S"" 12разр. дв.пит.";576,67 руб.;20,00 шт.;11 533,40 руб.;8 672,00 руб.;2 861,40 руб.;33%
;Расходная накладная РН16-06716 (02.09.16);595,00 руб.;1,00 шт.;595,00 руб.;433,60 руб.;161,40 руб.;37,22%
;Расходная накладная РН16-06698 (06.09.16);515,00 руб.;1,00 шт.;515,00 руб.;433,60 руб.;81,40 руб.;18,77%
;Расходная накладная РН16-06884 (08.09.16);520,32 руб.;2,00 шт.;1 040,64 руб.;867,20 руб.;173,44 руб.;20%
;Расходная накладная РН16-06809 (12.09.16);595,00 руб.;2,00 шт.;1 190,00 руб.;867,20 руб.;322,80 руб.;37,22%
;Расходная накладная РН16-06810 (12.09.16);595,00 руб.;2,00 шт.;1 190,00 руб.;867,20 руб.;322,80 руб.;37,22%
;Расходная накладная РН16-06813 (12.09.16);595,00 руб.;1,00 шт.;595,00 руб.;433,60 руб.;161,40 руб.;37,22%
;Расходная накладная РН16-07013 (12.09.16);630,00 руб.;1,00 шт.;630,00 руб.;433,60 руб.;196,40 руб.;45,3%
;Расходная накладная РН16-07079 (20.09.16);595,00 руб.;1,00 шт.;595,00 руб.;433,60 руб.;161,40 руб.;37,22%
;Расходная накладная РН16-06769 (21.09.16);518,50 руб.;4,00 шт.;2 074,00 руб.;1 734,40 руб.;339,60 руб.;19,58%
;Расходная накладная РН16-07187 (22.09.16);693,76 руб.;1,00 шт.;693,76 руб.;433,60 руб.;260,16 руб.;60%
;Расходная накладная РН16-07263 (22.09.16);595,00 руб.;2,00 шт.;1 190,00 руб.;867,20 руб.;322,80 руб.;37,22%
;Расходная накладная РН16-07438 (27.09.16);595,00 руб.;1,00 шт.;595,00 руб.;433,60 руб.;161,40 руб.;37,22%
;Расходная накладная РН16-07450 (30.09.16);630,00 руб.;1,00 шт.;630,00 руб.;433,60 руб.;196,40 руб.;45,3%
179024;"Калькулятор""Citizen SDC-554S"" 14разр.,дв.пит.";580,00 руб.;1,00 шт.;580,00 руб.;484,62 руб.;95,38 руб.;19,68%
;Расходная накладная РН16-07122 (15.09.16);580,00 руб.;1,00 шт.;580,00 руб.;484,62 руб.;95,38 руб.;19,68%
19834;"Калькулятор""Citizen SDC-664S"" 16разр.";610,00 руб.;1,00 шт.;610,00 руб.;511,30 руб.;98,70 руб.;19,3%
;Расходная накладная РН16-07122 (15.09.16);610,00 руб.;1,00 шт.;610,00 руб.;511,30 руб.;98,70 руб.;19,3%
84545;"Калькулятор""Citizen SDC-805BN"" 8разр.";360,00 руб.;1,00 шт.;360,00 руб.;238,97 руб.;121,03 руб.;50,65%
;Расходная накладная РН16-06895 (08.09.16);360,00 руб.;1,00 шт.;360,00 руб.;238,97 руб.;121,03 руб.;50,65%
85059;"Калькулятор""Citizen SDC-810BN"" 10разр.";398,00 руб.;2,00 шт.;796,00 руб.;493,02 руб.;302,98 руб.;61,45%
;Расходная накладная РН16-06699 (02.09.16);376,00 руб.;1,00 шт.;376,00 руб.;289,23 руб.;86,77 руб.;30%
;Расходная накладная РН16-07046 (13.09.16);420,00 руб.;1,00 шт.;420,00 руб.;203,79 руб.;216,21 руб.;106,09%
22416;"Калькулятор""Citizen SDC-888Tll""";950,00 руб.;1,00 шт.;950,00 руб.;630,71 руб.;319,29 руб.;50,62%
;Расходная накладная РН16-07166 (16.09.16);950,00 руб.;1,00 шт.;950,00 руб.;630,71 руб.;319,29 руб.;50,62%
186503;"Калькулятор""Citizen SDC-888XWH"" 12разр.бухгалтерский";708,00 руб.;3,00 шт.;2 124,00 руб.;1 770,00 руб.;354,00 руб.;20%
;Расходная накладная РН16-07557 (29.09.16);708,00 руб.;3,00 шт.;2 124,00 руб.;1 770,00 руб.;354,00 руб.;20%
22417;"Калькулятор""Citizen SLD-100 N"" 8разр.";161,03 руб.;2,00 шт.;322,06 руб.;268,38 руб.;53,68 руб.;20%
;Расходная накладная РН16-06948 (09.09.16);161,03 руб.;2,00 шт.;322,06 руб.;268,38 руб.;53,68 руб.;20%
22418;"Калькулятор""Citizen SLD-200 N"" 8разр.";174,09 руб.;11,00 шт.;1 915,00 руб.;1 584,00 руб.;331,00 руб.;20,9%
;Расходная накладная РН16-06782 (05.09.16);172,80 руб.;10,00 шт.;1 728,00 руб.;1 440,00 руб.;288,00 руб.;20%
;Расходная накладная РН16-05104 (16.09.16);187,00 руб.;1,00 шт.;187,00 руб.;144,00 руб.;43,00 руб.;29,86%
182570;"Калькулятор""Citizen SR-135NOR""";335,66 руб.;2,00 шт.;671,32 руб.;559,44 руб.;111,88 руб.;20%
;Расходная накладная РН16-06876 (07.09.16);335,66 руб.;2,00 шт.;671,32 руб.;559,44 руб.;111,88 руб.;20%
182573;"Калькулятор""Citizen SR-260NOR"" 12разр.";331,98 руб.;8,00 шт.;2 655,83 руб.;1 793,68 руб.;862,15 руб.;48,07%
;Расходная накладная РН16-06788 (05.09.16);257,44 руб.;3,00 шт.;772,32 руб.;671,58 руб.;100,74 руб.;15%
;Расходная накладная РН16-06876 (07.09.16);268,63 руб.;2,00 шт.;537,26 руб.;447,72 руб.;89,54 руб.;20%
;Расходная накладная РН16-06920 (08.09.16);246,25 руб.;1,00 шт.;246,25 руб.;224,84 руб.;21,41 руб.;9,52%
;Расходная накладная РН16-07519 (29.09.16);550,00 руб.;2,00 шт.;1 100,00 руб.;449,54 руб.;650,46 руб.;144,69%
182574;"Калькулятор""Citizen SR-260NPU"" 12разр.";247,32 руб.;1,00 шт.;247,32 руб.;224,84 руб.;22,48 руб.;10%
;Расходная накладная РН16-06920 (08.09.16);247,32 руб.;1,00 шт.;247,32 руб.;224,84 руб.;22,48 руб.;10%
6908 / 250133;"Калькулятор""Staff STF-1808"" 8разр. двойное питание";371,00 руб.;1,00 шт.;371,00 руб.;201,09 руб.;169,91 руб.;84,49%
;Расходная накладная РН16-07453 (29.09.16);371,00 руб.;1,00 шт.;371,00 руб.;201,09 руб.;169,91 руб.;84,49%
ИТОГО:;;;;147 413,21 руб.;91 077,69 руб.;56 335,52 руб.;61,85%
"* При режиме отчета ""Подробно"" цена за товар берется средняя по всем продажам";;;;;;;
